id,city_id,name,url_name,color,system_id,transport_mode_id
1406,91,Nagano Line,1406-nagano-line,#008446,374,4
1407,91,Gose Line,1407-gose-line,#008446,374,4
1408,91,Hagoromo Line,1408-hagoromo-line,#ff6600,78,4
1409,139,Atlantic Avenue Line,1409-atlantic-avenue-line,#fd8a03,535,4
1410,139,Main Line,1410-main-line,#000,502,3
1411,139,Framingham/Worcester Line,1411-framingham-worcester-line,#bd10e0,422,3
1373,139,Green Line,1373-green-line-(subway),#008150,110,4
1412,124,Trolebuses,1412-trolebuses,#417505,537,8
1413,139,Fitchburg Line,1413-fitchburg-line,#bd10e0,422,3
168,261,Línea 1,168-linea-1,#f58223,256,0
1414,139,Main Line,1414-needham-line,#000,538,3
1421,139,Franklin Line,1421-franklin-line,#bd10e0,422,3
1426,91,Sakurai Line,1426-sakurai-line,#b31c31,78,4
1415,139,Needham Branch,1415-dedham-branch,#000,538,3
1417,139,Charles River Branch,1417-charles-river-branch,#000,538,3
1418,139,Stoughton Branch,1418-stoughton-branch,#000,538,3
141,21,Troncal C - Suba,141-g30,#f3d135,253,0
1422,139,Needham Line,1422-needham-line,#bd10e0,422,3
1434,91,Oto Line,1434-oto-line,#66cc33,372,4
1433,91,Keihan Main Line,1433-keihan-main-line,#66cc33,372,4
1419,139,Midland Line,1419-midland-division,#000,538,3
1428,91,Mizuma Line,1428-mizuma-line,#add8e6,540,4
1429,91,Semboku Rapid Railway Line,1429-semboku-rapid-railway-line,#1e90ff,541,4
1430,91,Keihanna Line,1430-keihanna-line,#65c03a,374,4
1431,91,Shigi Line,1431-shigi-line,#2e89d9,374,4
1432,91,Yoshino Line,1432-yoshino-line,#008446,374,4
1437,91,Uji Line,1437-uji-line,#66cc33,372,4
1436,91,Katano Line,1436-katano-line,#66cc33,372,4
1438,91,Hankyu Kyoto Main Line,1438-hankyu-kyoto-main-line,#32cd32,370,4
1439,91,Senri Line,1439-senri-line,#32cd32,370,4
1440,91,Arashiyama Line,1440-arashiyama-line,#32cd32,370,4
1441,91,Hankyu Kobe Main Line,1441-hankyu-kobe-main-line,#0000ff,370,4
1442,91,Imazu Line,1442-imazu-line,#0000ff,370,4
1443,91,Itami Line,1443-itami-line,#0000ff,370,4
1444,91,Koyo Line,1444-koyo-line,#0000ff,370,4
1445,91,Hankyu Takarazuka Main Line,1445-hankyu-takarazuka-main-line,#ffa500,370,4
1446,91,Mino Line,1446-mino-line,#ffa500,370,4
1447,91,Hanshin Main Line,1447-hanshin-main-line,#ff4500,371,4
1448,91,Namba Line,1448-namba-line,#ff4500,371,4
1449,91,Mukogawa Line,1449-mukogawa-line,#ff4500,371,4
1450,91,Sagano Line,1450-sagano-line,#9370db,78,4
1424,91,Biwako Line,1424-biwa-line,#0072bc,78,4
1451,139,Lowell Line,1451-lowell-line,#000,539,3
1425,139,Fitchburg Line,1425-fitchburg-line,#000000,539,3
1452,91,Karasuma Line,1452-karasuma-line,#3cb371,542,4
1453,91,Tozai Line,1453-tozai-line,#ff4500,542,4
1454,91,Keishin Line,1454-keishin-line,#aace24,372,5
1455,91,Ishiyama Sakamoto Line,1455-ishiyama-sakamoto-line,#70c8e0,372,5
1137,139,Green Line/E,1137-e,#008150,110,5
1456,124,Larraín,1456-larrain,#4a90e2,493,7
1457,124,Bellavista,1457-bellavista,#4a90e2,493,7
1458,124,Panteón,1458-panteon,#4a90e2,493,7
62,66,Línea 2 (Tramo 1A),62-linea-2,#ffbc2d,250,0
1460,124,Esmeralda,1460-esmeralda,#4a90e2,493,7
1459,124,Ferroviario,1459-ferroviario,#4a90e2,493,7
1461,124,Arrayán,1461-arrayan,#4a90e2,493,7
1462,124,La Cruz,1462-la-cruz,#4a90e2,493,7
1463,124,Santo Domingo,1463-santo-domingo,#4a90e2,493,7
1464,124,Placeres,1464-placeres,#4a90e2,493,7
1465,124,Merced,1465-merced,#4a90e2,493,7
1466,124,Ramaditas,1466-ramaditas,#4a90e2,493,7
1467,124,Polanco,1467-polanco,#4a90e2,493,7
1468,124,Delicias,1468-delicias,#4a90e2,493,7
1469,124,Perdices,1469-perdices,#4a90e2,493,7
1470,124,Las Cañas,1470-las-canas,#4a90e2,493,7
133,107,Jinshan Line,133-jinshan-line,#666666,282,0
134,107,Maglev,134-maglev,#009090,282,0
147,107,Route 71 Yan'an eBRT,147-route-71-yan'an-ebrt,#b8e986,282,0
148,107,Songjiang T1,148-songjiang-t1,#f5a623,282,0
149,107,Songjiang T2,149-songjiang-t2,#8b572a,282,0
150,107,Zhangjiang Tram,150-zhangjiang-tram,#d0021b,282,0
64,66,Línea 4,64-linea-4,#ff2d2e,250,0
65,66,Línea 5,65-linea-5,#ed90a5,250,0
66,66,Línea 6,66-linea-6,#6b62a3,250,0
154,118,U3,154-u3,#f5a623,251,0
155,118,U4,155-u4,#417505,251,0
156,118,U6,156-u6,#8b572a,251,0
119,107,Line 1,119-line-1,#e4002b,252,0
120,107,Line 2,120-line-2,#97d700,252,0
121,107,Line 3,121-line-3,#ffd100,252,0
122,107,Line 4,122-line-4,#ac4fc6,252,0
123,107,Line 6,123-line-5,#d71671,252,0
124,107,Line 5,124-line-5,#ac4fc6,252,0
125,107,Line 7,125-line-7,#ff6900,252,0
126,107,Line 8,126-line-8,#009edb,252,0
127,107,Line 9,127-line-9,#71c5e8,252,0
129,107,Line 11,129-line-11,#76232f,252,0
130,107,Line 12,130-line-12,#007b5f,252,0
131,107,Line 13,131-line-13,#ef95cf,252,0
135,107,Line 17,135-line-17,#c09c83,252,0
136,107,Line 18,136-line-18,#d6a461,252,0
138,107,Line 15,138-line-15,#bca887,252,0
213,21,Troncal D - Calle 80,213-troncal-80-(d),#8c57f8,253,0
173,15,Line 1,173-batong,#a12830,258,0
174,15,Line 2,174-line-2,#00529b,258,0
175,15,Line 4,175-line-4,#008193,258,0
176,15,Line 5,176-line-5,#ae005f,258,0
177,15,Line 6,177-line-6,#bb8900,258,0
179,15,Line 8,179-line-8,#00997a,258,0
180,15,Line 9,180-line-9,#87d300,258,0
181,15,Line 10,181-line-10,#0092c7,258,0
182,15,Line 13,182-line-13,#f5d312,258,0
183,15,Line 14,183-line-15,#d4a7a1,258,0
187,15,Changping Line,187-changping-line,#d47daa,258,0
188,15,Fangshan Line,188-fangshan-line,#d85f26,258,0
95,71,1,95-1,#4295ef,246,0
96,71,2,96-2,#ff1919,246,0
97,71,3,97-3,#f8e71c,246,0
98,71,4,98-4,#8b572a,246,0
99,71,5,99-5,#7ed321,246,0
100,71,6,100-6,#9b9b9b,246,0
101,71,7,101-7,#f5a623,246,0
102,71,8,102-8,#ff02d5,246,0
104,71,10,104-10,#220faf,246,0
105,71,11,105-11,#4d8f00,246,0
110,71,12,110-12,#808c45,246,0
83,14,L1,83-l1,#e22739,247,0
85,14,L3,85-l3,#4fbe48,247,0
89,14,L7,89-l7,#ac5414,247,0
90,14,L8,90-l8,#e659b4,247,0
91,14,L9,91-l9,#f6842a,247,0
92,14,L10,92-l10,#00adef,247,0
93,14,L11,93-l11,#9ed74c,247,0
94,14,L12,94-l12,#8800df,247,0
193,15,BRT 1,193-brt-1,#00bcff,283,0
194,15,BRT 2,194-brt-2,#00bcff,283,0
250,103,Roma-Lido,250-roma-lido,#1cf8e0,271,0
198,15,Yanfang Line ,198-yanfang-line-,#d85f26,258,0
199,15,Daxing Line,199-daxing-line,#008193,258,0
605,74,Ferry boat,605-ferry-boat,#009ab9,346,0
257,116,Linea 4,257-linea-4,#4a90e2,102,0
237,103,MC,237-mc,#376230,91,0
251,103,Roma-Viterbo,251-roma-viterbo,#34c31c,271,0
307,258,L3,307-l3,#f12b5c,243,0
252,87,M1,252-m1,#efdd0c,74,0
253,87,M6,253-m6,#4a90e2,74,0
195,15,BRT 3,195-brt-3,#00bdff,283,0
196,15,BRT 4,196-brt-4,#00bcff,283,0
189,15,Line S2,189-line-s2,#bb8900,284,0
309,258,Antigua línea a Plencia,309-antigua-linea-a-plencia,#4a90e2,288,0
311,249,Canada Line,311-canada-line,#5af4fa,234,0
2173,356,Line 8,2173-line-8,#f51361,707,4
2174,356,Line 9,2174-line-9,#aa9872,707,4
2175,356,AREX,2175-arex,#3681b7,707,3
2176,356,Line 1,2176-line-1,#8cadcb,708,4
2177,356,Line 2,2177-line-2,#f06a00,708,4
2187,27,S10,2187-s10,#000,709,3
2190,356,Gyeongbu Line,2190-gyeongbu-line,#161b82,710,1
2191,356,Suseo Line,2191-suseo-line,#000,710,1
2181,27,S4,2181-s4,#cc1a1a,709,3
2183,27,S6,2183-s6,#8b572a,709,3
2180,27,S3,2180-s3,#1f5189,709,3
2178,27,S1,2178-s1,#417505,709,3
2182,27,S5,2182-s5,#f8e71c,709,3
2188,27,S81,2188-s81,#896bab,709,3
2185,27,S8,2185-s8,#5691d6,709,3
2179,27,S2,2179-s2,#d95217,709,3
2186,27,S9,2186-s9,#7ed321,709,3
2189,27,S20,2189-s20,#2bc7a4,709,3
2184,27,S7,2184-s7,#5f0fa8,709,3
2192,356,Gyeongui-Jungang Line,2192-gyeongui-jungang-line,#73c6a6,711,3
2193,356,Gyeongchun Line,2193-gyeongchun-line,#73c6a6,711,3
2194,356,Bundang Line,2194-bundang-line,#ffb300,711,3
2195,356,Suin Line,2195-suin-line,#ffb300,711,3
2196,356,Gyeonggang Line,2196-gyeonggang-line,#0066bc,711,3
2197,356,Gyeongbu Line,2197-gyeongbu-line,#161b82,711,3
2198,356,Shinbundang Line,2198-shinbundang-line,#c82127,712,3
2199,356,Seohae Line,2199-seohae-line,#81a914,712,3
2200,356,Ui LRT,2200-ui-lrt,#b7c452,712,5
2201,356,EverLine,2201-everline,#4ea346,712,7
2202,356,U Line,2202-u-line,#fe9700,712,5
2203,356,Gimpo Goldline,2203-gimpo-goldline,#a17800,712,5
2204,356,Incheon Airport Maglev,2204-incheon-airport-maglev,#ffcd12,712,7
2205,27,38,2205-38,#a667db,713,8
2207,354,B,2207-b,#f8e71c,714,4
2211,354,27,2211-27,#000,704,8
2212,354,29,2212-29,#000,704,8
2210,354,D,2210-d,#00afff,714,4
2209,354,C,2209-c,#ff0000,714,4
2208,354,A,2208-a,#71be1a,714,4
2206,354,E,2206-e,#0457b6,714,4
2213,13,Dark Red Line,2213-dark-red-line,#e10506,715,3
2214,13,Light Red Line,2214-light-red-line,#fd5353,715,3
2215,13,Orange Line,2215-orange-line,#ff6601,699,4
2216,13,Pink Line,2216-pink-line,#ff69b4,699,7
2217,13,Yellow Line,2217-yellow-line,#ffcc33,699,7
2218,22,1,2218-1,#000,716,8
2219,356,Ilsan Line,2219-ilsan-line,#fe5b10,711,3
2220,356,Ansan Line,2220-ansan-line,#32a1c8,711,3
2221,356,Gwacheon Line,2221-gwacheon-line,#32a1c8,711,3
2222,265,Ligne 5,2222-ligne-5,#8cd8fa,326,6
606,265,Ligne 6,606-projet-ligne-5,#e37e2c,289,5
2223,265,Ligne 7,2223-ligne-7,#13b3a7,289,5
2224,265,Ligne 8,2224-ligne-8,#89298d,289,5
